Date,Time,Account,AccountGroup,AccountType,CardLast4,SettlementDate,PaymentDueDays,AccountOrder,AccountGroupOrder,FromAccount,FromAccountGroup,FromAccountOrder,ToAccount,ToAccountGroup,ToAccountOrder,Category,Subcategory,Note,Description,INR,Amount,Currency,Income/Expense,Tags,recurring_rule_id,warranty_expiry,serial_no,receipt_image,created_at,updated_at,ID,SubAccount,FromSubAccount,ToSubAccount,InvestmentTransactionType,Brokerage,SecuritySymbol,SecurityISIN,Quantity,UnitPrice,TradeValue,CostBasis,CashImpact,PositionQuantityChange,RealizedPnl,TradeId,OrderId,Exchange,Segment,Source
01/09/2022,11:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,To Home,House Members,to father(10/24),Jio Phone with 2 years subscription,92,92.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,82c75bb8-4238-4654-b601-f8f309bf23fd,,,,,,,,,,,,,,,,,,,
01/09/2022,10:57,Stock,Bank Accounts,,,,,8,1,Stock,Bank Accounts,8,,,,To Home,Groceries,groceries(3/3),Gemini 3kg,219,219.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,b3cc76f9-dddd-414c-88fd-cd375c148f9a,,,,,,,,,,,,,,,,,,,
01/09/2022,10:37,Stock,Bank Accounts,,,,,8,1,Stock,Bank Accounts,8,,,,To Home,Baby,baby care(2/3),"Mysore Sandal 450g, 11/6",56,56.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,30be7ae5-dc14-418c-87b0-173c7e71a88b,,,,,,,,,,,,,,,,,,,
01/09/2022,10:31,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,To Home,Groceries,groceries,"Vijay

26/08 2750",3500,3500.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,97e2df02-63f2-4d1e-954f-5a38d5484e6f,,,,,,,,,,,,,,,,,,,
01/09/2022,10:28,Stock,Bank Accounts,,,,,8,1,Stock,Bank Accounts,8,,,,To Home,Groceries,groceries,Cinthol 400g,124,124.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,903f2436-2656-443a-b14c-d36d88b92a56,,,,,,,,,,,,,,,,,,,
01/09/2022,10:09,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,Lend,Cash,34,Lend,,to rahamat,"Liyakath pan, pvc aadhar",157,157.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,1d3f5c56-159e-4bd9-ad82-e9e577c5fec1,,,,,,,,,,,,,,,,,,,
01/09/2022,09:03,Payzapp,Digital Wallets,,,,,25,3,Payzapp,Digital Wallets,25,,,,Recharge,,data pack for myself,"With 719, Fareeda Payzapp",114,114.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,d5b3b462-0697-4f30-8930-03fe34243c9e,,,,,,,,,,,,,,,,,,,
01/09/2022,09:00,Stock,Bank Accounts,,,,,8,1,Stock,Bank Accounts,8,,,,To Home,Groceries,groceries,Oil 2.5L,227,227.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,12bf5f08-0427-451b-ba43-0d924fe0b878,,,,,,,,,,,,,,,,,,,
01/09/2022,09:00,Stock,Bank Accounts,,,,,8,1,Stock,Bank Accounts,8,,,,To Home,Groceries,santoor soap,Santoor Red 150g,38,38.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,73b208fd-393e-4e06-96ef-f0ea9f59ee83,,,,,,,,,,,,,,,,,,,
01/09/2022,09:00,Stock,Bank Accounts,,,,,8,1,Stock,Bank Accounts,8,,,,To Home,Groceries,groceries(1/3),Tide 8kg,194,194.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,94a194aa-0408-44b8-b872-6409af80423c,,,,,,,,,,,,,,,,,,,
01/09/2022,08:27,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,To Home,Home Needs,home expenses,,30,30.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,472b6265-696a-4d7d-9c54-d8cdab0d46a1,,,,,,,,,,,,,,,,,,,
01/09/2022,07:11,Amazon,Digital Wallets,,,,,19,3,Amazon,Digital Wallets,19,,,,To Home,House Members,recharge to mom,"With 459, Fahad Amazon",164,164.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.807Z,d3ada4f6-6ebe-48fa-be72-757e1decaf22,Fahad Amazon,Fahad Amazon,,,,,,,,,,,,,,,,,
31/08/2022,22:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,To Home,Home Needs,home expenses,Unknown,818,818.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,f2539368-6149-4618-8483-2a3acd480a2a,,,,,,,,,,,,,,,,,,,
31/08/2022,22:26,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,Marriage,Loans,3,Marriage,,to interest,"Borrow interest



Interest amount 7372 remaining",7372,7372.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,1f264df7-2429-404b-9b6c-badf69897ef3,,,,,,,,,,,,,,,,,,,
31/08/2022,22:26,Cash,Cash,,,,,33,0,Cash,Cash,33,Amazon,Digital Wallets,19,Amazon,,for adjustment,Unknown,503,503.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.777Z,d53a4c27-0823-4b45-9dca-d73f4eea51c8,,,My Amazon,,,,,,,,,,,,,,,,
31/08/2022,22:25,ICICI,Bank Accounts,,4502.0,,,6,1,ICICI,Bank Accounts,6,Marriage,Loans,3,Marriage,,to interest,Borrow Interest,1128,1128.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,db078c49-0397-4819-99fa-ff194b20ad38,,,,,,,,,,,,,,,,,,,
31/08/2022,21:02,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,Kotak,Bank Accounts,10,Kotak,,Construction,"Aluminium Windows



420 per sqft. Total 50 sqft: 21000",11000,11000.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,14980652-6508-4fd5-971e-75877f1f827c,,,,,,,,,,,,,,,,,,,
31/08/2022,21:02,Lend,Cash,,,,,34,0,Lend,Cash,34,HDFC,Bank Accounts,4,HDFC,,from arshad,,3000,3000.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,76152219-472d-4798-a5b8-e21a1d7b5d3f,,,,,,,,,,,,,,,,,,,
31/08/2022,20:16,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,Postpe,Digital Wallets,24,Postpe,,postpe bill paid,Ammi Postpe,2000,2000.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,7ff3cf0e-4339-4fcb-aeb5-41dfbea4d46a,,,,,,,,,,,,,,,,,,,
31/08/2022,20:04,Postpe,Digital Wallets,,,,,24,3,Postpe,Digital Wallets,24,,,,Cash Back,,Postpe cashback,,74,74.0,INR,Income,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,14db57e5-5723-4d4d-a43d-5a4506ec17e4,,,,,,,,,,,,,,,,,,,
31/08/2022,20:04,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,Postpe,Digital Wallets,24,Postpe,,postpe bill paid,5021,4926,4926.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,73fc142f-9e90-46d3-a6e4-d1c381be2e5e,,,,,,,,,,,,,,,,,,,
31/08/2022,20:00,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,To Home,Milk,home milk,2340,1340,1340.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,062ae4cf-3e94-4946-b539-839153c1acd9,,,,,,,,,,,,,,,,,,,
31/08/2022,19:17,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,Amazon,Digital Wallets,19,Amazon,,in amazon,Purchase,789,789.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.777Z,88944390-02d4-4fa1-9508-3a1c96011118,,,My Amazon,,,,,,,,,,,,,,,,
31/08/2022,19:17,Amazon,Digital Wallets,,,,,19,3,Amazon,Digital Wallets,19,Stock,Bank Accounts,8,Stock,,in stock,Himalaya diapers XL 74: 877: @714,714,714.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.777Z,8cc0fad3-5536-4dec-87b6-cfc597c0e3eb,My Amazon,My Amazon,,,,,,,,,,,,,,,,,
31/08/2022,19:17,Amazon,Digital Wallets,,,,,19,3,Amazon,Digital Wallets,19,,,,Cash Back,,Amazon cashback,75,0,0.0,INR,Income,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.777Z,988d9b93-0598-44b3-9f0c-67ee2db202fb,My Amazon,My Amazon,,,,,,,,,,,,,,,,,
31/08/2022,18:00,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,To Home,Others,masjid chanda,,200,200.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,87d3e750-437d-4329-bbbb-31ac5fdd0f7d,,,,,,,,,,,,,,,,,,,
31/08/2022,13:45,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Mannat,,sadaqa,10 percent,50,50.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,b419b735-6c1b-4722-8082-e1fbbf1fafc9,,,,,,,,,,,,,,,,,,,
31/08/2022,11:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,To Home,Home Needs,home expenses,Chicken,90,90.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,26364a12-0be6-4caa-ab6a-734a7c9947eb,,,,,,,,,,,,,,,,,,,
31/08/2022,11:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,To Home,Home Needs,home expenses,Home snacks,60,60.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,552792d8-71b2-4858-8640-17fbda59c0c9,,,,,,,,,,,,,,,,,,,
31/08/2022,09:44,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,Amazon,Digital Wallets,19,Amazon,,for adjustment,"Mobile stand, cred",49,49.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.777Z,eb9a31f3-9278-4c10-84da-6c96c111f102,,,My Amazon,,,,,,,,,,,,,,,,
30/08/2022,14:05,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,HDFC,Bank Accounts,4,HDFC,,for adjustment,Khaleel RC,199,199.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,64422b56-f2c4-4127-9f08-452fec5629cb,,,,,,,,,,,,,,,,,,,
30/08/2022,12:53,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,Food Card,Bank Accounts,11,Food Card,,In food card,,3000,3000.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,51f61ac9-3f4a-4256-87d2-5e8610a44e10,,,,,,,,,,,,,,,,,,,
30/08/2022,10:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,To Home,Home Needs,home expenses,Vegetables,100,100.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,1591f350-65f2-4228-bcd9-d71d09a01ce4,,,,,,,,,,,,,,,,,,,
30/08/2022,10:30,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,Cash,Cash,33,Cash,,for adjustment,,40,40.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,da499f76-65e4-4128-addb-e10af04f64ef,,,,,,,,,,,,,,,,,,,
30/08/2022,08:41,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,,,,Salary,,my 61st salary @Cognizant,Professional tax 1250,77654,77654.0,INR,Income,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,efd65fcd-955e-4883-9c85-a93a110c2ab5,,,,,,,,,,,,,,,,,,,
29/08/2022,13:25,Cash,Cash,,,,,33,0,Cash,Cash,33,Kotak,Bank Accounts,10,Kotak,,Construction,Aluminium Windows transportation,250,250.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,b1199a7c-f236-4481-b0a0-ed0345b65ba9,,,,,,,,,,,,,,,,,,,
29/08/2022,10:00,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Beauty,,hair cut,,140,140.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,cef547bd-ab12-4eb0-9403-90cc2656caad,,,,,,,,,,,,,,,,,,,
28/08/2022,19:00,Lend,Cash,,,,,34,0,Lend,Cash,34,Cash,Cash,33,Cash,,from arshad,Lowers,499,499.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,42c04f98-19f3-4a11-9201-246ef66f821d,,,,,,,,,,,,,,,,,,,
28/08/2022,13:14,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,Cash,Cash,33,Cash,,to hand,RC,469,469.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,c356c5f3-4993-44a7-8a79-624e6e5421a3,,,,,,,,,,,,,,,,,,,
27/08/2022,11:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,To Home,Home Needs,home expenses,Vegetables,40,40.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,8b3db75b-414d-4ff4-9948-810f5bf52ad8,,,,,,,,,,,,,,,,,,,
27/08/2022,09:28,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,Digi,Digital Wallets,26,Digi,,for adjustment,Fareeda account,788,788.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,0b03bb7a-f9ef-4c5a-9775-2de03e10a3f3,,,,,,,,,,,,,,,,,,,
26/08/2022,11:28,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,Lend,Cash,34,Lend,,to amzad,Bag,568,568.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,072af8cb-72ef-471e-b594-36e2c50bd668,,,,,,,,,,,,,,,,,,,
26/08/2022,10:16,Amazon,Digital Wallets,,,,,19,3,Amazon,Digital Wallets,19,,,,Cash Back,,Amazon pay ICICI rewards,,16,16.0,INR,Income,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.783Z,2c58f60d-27c6-4ae6-86d1-c7e14b760bf4,My Amazon,My Amazon,,,,,,,,,,,,,,,,,
26/08/2022,09:00,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,To Home,Home Needs,home expenses,Chicken,170,170.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,9e1fc4e6-898a-4f5b-81ad-033287c4641f,,,,,,,,,,,,,,,,,,,
26/08/2022,09:00,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,To Home,Home Needs,home expenses,Vegetables,130,130.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,fb519b53-cd6f-4627-8866-5ab715231fe7,,,,,,,,,,,,,,,,,,,
26/08/2022,01:00,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,Amazon,Digital Wallets,19,Amazon,,for adjustment,RC,39,39.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.783Z,c5f13871-5e03-4792-bf10-b35c0de6b7b6,,,My Amazon,,,,,,,,,,,,,,,,
25/08/2022,15:30,Stock,Bank Accounts,,,,,8,1,Stock,Bank Accounts,8,Lend,Cash,34,Lend,,to mami,Gemini 380,331,331.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,f8571d8f-6f80-4046-a36e-fbb60fee1e9f,,,,,,,,,,,,,,,,,,,
25/08/2022,15:14,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,ICICI Credit,Credit Cards,13,ICICI Credit,,icici bill paid,Postpe,6198,6198.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,f17a80aa-6c1b-4f80-9694-3b0e4951f533,,,,,,,,,,,,,,,,,,,
25/08/2022,14:30,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,,,,Cash Back,,profit,Khaleel,272,272.0,INR,Income,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,13303c2b-43d3-4877-9408-d7e25065d913,,,,,,,,,,,,,,,,,,,
25/08/2022,14:30,EMIs,Bank Accounts,,,,,9,1,EMIs,Bank Accounts,9,SBI,Bank Accounts,5,SBI,,from khaleel,Mobile,5058,5058.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,5f839497-a84f-49d6-8d91-a0d1d8a32ea2,,,,,,,,,,,,,,,,,,,
25/08/2022,14:30,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,ICICI Credit,Credit Cards,13,ICICI Credit,,icici bill paid,Postpe,2500,2500.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,88f43a97-28d2-49ae-835c-220da0b53fd8,,,,,,,,,,,,,,,,,,,
25/08/2022,14:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Cash Back,,profit,"Khaleel mobile

2000 + 200 + 72",2000,2000.0,INR,Income,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,ea920d0a-f193-428c-ad59-12a1035c8ea2,,,,,,,,,,,,,,,,,,,
25/08/2022,12:45,Postpe,Digital Wallets,,,,,24,3,Postpe,Digital Wallets,24,Cash,Cash,33,Cash,,to hand,Khaleel,2000,2000.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,3555c643-61bc-46b1-8590-fde16abf4072,,,,,,,,,,,,,,,,,,,
25/08/2022,12:45,Postpe,Digital Wallets,,,,,24,3,Postpe,Digital Wallets,24,Cash,Cash,33,Cash,,transferred,Arshad,3000,3000.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,dbe8fdc7-3e9b-4985-8086-2f1ab2db2154,,,,,,,,,,,,,,,,,,,
25/08/2022,09:26,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,Axis FK,Credit Cards,16,Axis FK,,axis bill paid,Postpe,5244,5244.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,494691fc-64fb-4af8-80e0-ab01bd028a66,,,,,,,,,,,,,,,,,,,
23/08/2022,11:15,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,To Home,Home Needs,home expenses,Vegetables,80,80.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,83f417c4-38df-4da1-982f-c2eb01d0c232,,,,,,,,,,,,,,,,,,,
23/08/2022,09:16,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,To Home,Groceries,groceries,Vijay,2500,2500.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,c2caeb4c-37c6-4d0f-b933-9e57eb758537,,,,,,,,,,,,,,,,,,,
22/08/2022,21:40,Amazon,Digital Wallets,,,,,19,3,Amazon,Digital Wallets,19,,,,Recharge,,recharge for myself,With 99,0,0.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.786Z,4e3d1ab2-d301-4bb2-8412-241649823ff1,My Amazon,My Amazon,,,,,,,,,,,,,,,,,
22/08/2022,21:40,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,Amazon,Digital Wallets,19,Amazon,,transferred,,100,100.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.786Z,a2b7a742-83e7-48bb-ac60-519351667fc1,,,My Amazon,,,,,,,,,,,,,,,,
22/08/2022,21:10,Amazon,Digital Wallets,,,,,19,3,Amazon,Digital Wallets,19,Lend,Cash,34,Lend,,to chota mamu,"DTH with 100

Arshad Amazon",100,100.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.786Z,146bcca3-3868-4598-b180-cfd1619fae2a,Arshad Amazon,Arshad Amazon,,,,,,,,,,,,,,,,,
22/08/2022,21:10,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,Amazon,Digital Wallets,19,Amazon,,in amazon,Arshad Amazon,100,100.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.786Z,f246040a-8d27-41f6-8e85-b5f1d18cdb8d,,,Arshad Amazon,,,,,,,,,,,,,,,,
22/08/2022,10:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Health,Health,post health checkup,"Fareeda checkup



Fee 250

Scanning 1500, claimed

Medicines 2489

Transportation 250",2989,2989.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,02c9e4d6-4599-4c7b-8401-ca512a2c8df2,,,,,,,,,,,,,,,,,,,
22/08/2022,10:29,Digi,Digital Wallets,,,,,26,3,Digi,Digital Wallets,26,Cash,Cash,33,Cash,,for adjustment,Fareeda account withdrawal,2489,2489.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,6a396d1b-daac-42eb-9d71-b9e1cd86f187,,,,,,,,,,,,,,,,,,,
21/08/2022,15:15,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,Amazon,Digital Wallets,19,Amazon,,in amazon,,50,50.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.787Z,66cc2166-8f62-497b-b517-400a127bd70d,,,My Amazon,,,,,,,,,,,,,,,,
21/08/2022,15:15,Amazon,Digital Wallets,,,,,19,3,Amazon,Digital Wallets,19,Lend,Cash,34,Lend,,to chota mamu,DTH,100,100.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.787Z,a11c0951-7bb5-4a26-bd5e-3d7031275e83,Mamu Amazon,Mamu Amazon,,,,,,,,,,,,,,,,,
21/08/2022,10:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,To Home,Baby,baby care,Hair cut,100,100.0,INR,Expense,,,,,,2026-08-02T10:06:58.836Z,2026-08-02T10:06:58.836Z,6f127928-c53f-4e4b-af3b-802c89814ca4,,,,,,,,,,,,,,,,,,,
21/08/2022,08:36,Flipkart,Digital Wallets,,,,,23,3,Flipkart,Digital Wallets,23,Lend,Cash,34,Lend,,to arshad,Lowers,499,499.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,c761b39a-c7f7-4ea2-8dc1-f96a35d38db4,,,,,,,,,,,,,,,,,,,
20/08/2022,21:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Others,,with friends,,50,50.0,INR,Expense,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,60795b55-2f0c-4557-b9b6-9e9b11e7d837,,,,,,,,,,,,,,,,,,,
20/08/2022,17:30,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,Amazon,Digital Wallets,19,Amazon,,for adjustment,Nails,11,11.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.787Z,c8f1c910-a8b5-47e8-ba24-b9448a523c9c,,,My Amazon,,,,,,,,,,,,,,,,
19/08/2022,22:03,Amazon,Digital Wallets,,,,,19,3,Amazon,Digital Wallets,19,Lend,Cash,34,Lend,,to rahamat,EB,698,698.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.788Z,efc4e720-9ad3-4708-8be8-f73986029ef6,My Amazon,My Amazon,,,,,,,,,,,,,,,,,
19/08/2022,22:03,Lend,Cash,,,,,34,0,Lend,Cash,34,Cash,Cash,33,Cash,,from rahamat,EB,698,698.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,f75a1b8f-a9f1-4a55-952f-aeb16ef6cb68,,,,,,,,,,,,,,,,,,,
19/08/2022,22:02,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,Amazon,Digital Wallets,19,Amazon,,in amazon,,100,100.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.788Z,fbcf6124-784e-4131-9ceb-d52c4da14ee0,,,My Amazon,,,,,,,,,,,,,,,,
19/08/2022,22:01,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,Amazon,Digital Wallets,19,Amazon,,in amazon,,498,498.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.788Z,eb794443-1843-49fd-b7da-747ce015abc9,,,My Amazon,,,,,,,,,,,,,,,,
19/08/2022,21:56,Postpe,Digital Wallets,,,,,24,3,Postpe,Digital Wallets,24,HDFC,Bank Accounts,4,HDFC,,transferred,Ammi Postpe,1000,1000.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,631bd369-bbce-4e2c-beef-215d881bcd79,,,,,,,,,,,,,,,,,,,
19/08/2022,21:50,Amazon,Digital Wallets,,,,,19,3,Amazon,Digital Wallets,19,Cash,Cash,33,Cash,,to hand,Asiya EB,977,977.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-23T11:11:26.788Z,a4a0d086-af42-4317-b469-3d1e2c799d42,My Amazon,My Amazon,,,,,,,,,,,,,,,,,
19/08/2022,20:00,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,Cash,Cash,33,Cash,,for adjustment,,130,130.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:59.211Z,2026-08-02T10:06:59.211Z,317ae483-193b-4938-9512-f369c0bbd236,,,,,,,,,,,,,,,,,,,
